category,brand,weight_kg,rating,warranty_years,power_usage_watts,feature_score,price
Apparel,BrandC,0.79,1.3,4,1811,11.61,800.18
Kitchen,BrandB,16.1,2.6,2,1823,65.37,928.25
Toys,BrandB,8.3,3.7,5,548,63.81,1111.27
Toys,BrandC,6.47,4.6,1,408,94.88,721.87
Kitchen,BrandA,37.72,2.4,2,555,71.24,987.53
Furniture,BrandD,49.27,1.4,3,1944,0.05,1015.29
Toys,BrandC,16.53,4.8,1,228,10.42,418.86
Apparel,BrandE,44.46,2.3,0,837,62.94,713.04
Furniture,BrandA,20.43,1.7,5,1612,30.98,1042.44
Apparel,BrandE,46.0,3.9,5,114,95.87,1297.19
Electronics,BrandC,0.84,3.9,4,272,32.49,979.32
Furniture,BrandD,31.18,2.3,4,1888,49.41,1240.69
Toys,BrandE,28.87,2.3,3,970,86.62,1213.48
Furniture,BrandE,36.18,2.6,2,1878,1.62,809.63
Furniture,BrandE,3.57,4.8,5,226,30.06,1001.74
Furniture,BrandC,9.76,1.1,0,1925,43.57,628.89
Furniture,BrandA,31.1,4.5,4,1360,53.89,1274.0
Apparel,BrandA,12.49,3.4,5,1470,45.82,1065.6
Electronics,BrandD,38.41,3.4,4,1340,86.02,1305.3
Kitchen,BrandE,44.64,4.8,3,1602,59.36,1428.26
Furniture,BrandD,41.0,3.0,4,1301,55.64,1163.53
Toys,BrandE,34.22,4.6,5,701,37.06,1069.13
Furniture,BrandD,23.24,3.3,2,117,4.23,414.63
Toys,BrandD,40.75,2.0,3,1022,24.43,791.79
Apparel,BrandC,45.02,2.5,4,1956,96.44,1349.9
Toys,BrandE,47.49,2.2,1,638,27.23,663.79
Kitchen,BrandB,44.23,2.9,2,70,2.57,417.61
Electronics,BrandC,3.25,3.9,0,1311,79.95,792.96
Toys,BrandE,7.92,1.5,3,276,5.3,497.04
Toys,BrandB,39.18,4.1,2,1477,97.63,1055.62
Electronics,BrandD,19.02,1.8,4,1480,60.44,1205.38
Kitchen,BrandE,13.77,1.3,4,1905,85.36,1420.38
Furniture,BrandD,14.85,2.5,4,1880,14.44,948.77
Toys,BrandE,0.4,3.2,5,1534,76.9,1339.03
Electronics,BrandB,38.07,2.0,0,1148,46.54,434.22
Apparel,BrandD,11.87,2.1,3,84,37.48,634.53
Electronics,BrandE,17.09,2.3,5,306,21.37,555.63
Apparel,BrandE,8.79,3.8,2,1280,5.45,700.82
Kitchen,BrandE,5.69,4.1,1,1087,56.53,770.84
Furniture,BrandB,47.5,2.8,1,290,36.84,667.51
Electronics,BrandB,48.96,4.4,0,679,80.43,943.79
Toys,BrandD,24.76,2.0,5,719,86.46,1282.23
Kitchen,BrandD,1.67,2.0,2,1120,3.89,583.66
Electronics,BrandC,2.51,2.9,3,91,22.4,651.35
Toys,BrandE,43.59,4.5,4,1991,19.46,1219.21
Electronics,BrandA,26.93,1.2,2,1296,56.08,844.71
Apparel,BrandC,46.44,4.8,3,1720,10.0,1195.48
Electronics,BrandD,32.87,1.3,2,1144,10.3,552.02
Electronics,BrandD,44.98,1.3,5,1952,73.65,1360.28
Electronics,BrandC,19.18,3.0,1,1706,1.49,628.85
Kitchen,BrandE,5.0,3.4,3,1541,6.8,962.14
Electronics,BrandE,11.78,3.9,3,450,27.82,786.71
Toys,BrandD,22.04,4.7,0,925,1.41,466.41
Apparel,BrandD,11.28,2.3,0,1255,13.63,486.4
Apparel,BrandA,40.89,3.7,3,206,86.07,1051.06
Electronics,BrandC,33.07,1.3,2,821,41.93,707.87
Kitchen,BrandB,41.63,3.2,1,1736,53.66,1099.52
Kitchen,BrandD,40.7,1.5,3,691,74.28,1021.94
Toys,BrandA,40.13,4.2,4,1655,63.74,1329.23
Electronics,BrandD,30.48,2.8,2,1736,7.87,666.43
Apparel,BrandB,24.54,3.6,0,1558,85.53,875.29
Kitchen,BrandC,48.89,4.9,0,99,72.75,539.11
Electronics,BrandA,1.64,1.6,2,687,23.62,596.16
Kitchen,BrandD,13.69,1.4,0,444,6.66,196.94
Kitchen,BrandD,39.02,4.9,3,1753,68.14,1341.42
Apparel,BrandE,40.98,3.1,5,1239,35.76,1197.47
Furniture,BrandB,12.04,3.8,0,1187,98.92,992.1
Toys,BrandC,38.32,2.9,0,1189,60.08,872.03
Toys,BrandD,35.94,2.8,3,1481,88.82,1209.17
Apparel,BrandD,40.59,3.0,3,421,98.21,1138.98
Kitchen,BrandC,31.47,2.4,2,1239,5.32,686.31
Electronics,BrandA,42.68,2.5,0,270,75.69,594.89
Kitchen,BrandC,36.4,3.8,0,745,20.84,656.74
Apparel,BrandC,38.6,3.9,4,1856,48.12,1435.9
Toys,BrandC,4.69,1.2,1,178,65.79,623.23
Kitchen,BrandD,26.68,3.4,4,1412,78.61,1085.56
Toys,BrandB,31.98,3.6,5,403,88.62,1390.41
Electronics,BrandA,16.0,2.6,5,1985,62.41,1273.0
Toys,BrandE,6.06,2.8,5,336,36.31,801.18
Toys,BrandD,6.88,4.3,2,1280,7.41,745.7
Furniture,BrandE,4.49,4.8,2,1940,5.35,720.01
Furniture,BrandE,26.64,2.5,4,1167,37.18,937.38
Furniture,BrandA,5.63,2.5,3,1521,34.35,952.71
Toys,BrandE,22.8,3.3,2,1832,29.55,1075.58
Apparel,BrandD,46.66,1.4,0,1258,79.44,881.34
Toys,BrandE,49.64,3.1,4,341,15.1,847.34
Apparel,BrandE,49.65,1.5,0,1359,42.13,934.85
Apparel,BrandE,21.7,4.3,2,1502,56.32,1157.55
Furniture,BrandD,44.4,3.1,4,1125,91.8,1279.02
Kitchen,BrandC,34.32,3.4,0,689,51.89,679.6
Electronics,BrandD,11.45,5.0,5,1067,58.88,1411.1
Furniture,BrandE,40.24,3.0,1,1896,74.45,1177.24
Furniture,BrandE,15.37,3.4,2,1172,64.56,858.38
Kitchen,BrandC,30.26,3.6,1,1769,73.95,1211.32
Electronics,BrandD,7.08,1.9,1,1906,77.88,950.17
Toys,BrandD,24.43,2.4,0,197,44.21,404.56
Toys,BrandD,48.58,4.5,4,188,16.52,764.58
Furniture,BrandE,15.06,1.7,0,977,57.26,640.54
Electronics,BrandA,48.08,4.7,2,1046,81.24,1242.48
Furniture,BrandE,0.35,4.2,1,1546,36.61,783.68
Apparel,BrandB,49.34,2.4,2,621,18.62,707.89
Furniture,BrandC,2.82,3.5,5,292,90.97,1200.63
Furniture,BrandB,30.02,2.4,2,1903,24.52,863.6
Toys,BrandB,48.82,3.1,5,865,30.07,1077.81
Toys,BrandA,0.15,3.0,0,1100,83.94,662.1
Toys,BrandC,19.86,3.8,4,37,81.42,1122.22
Apparel,BrandC,44.67,4.3,0,473,18.21,541.07
Toys,BrandB,33.02,4.3,5,38,46.6,940.44
Electronics,BrandD,24.13,1.1,2,52,55.72,473.18
Kitchen,BrandB,15.76,4.3,5,1864,11.67,1146.81
Electronics,BrandA,11.27,3.8,4,394,26.66,864.85
Electronics,BrandA,5.06,3.6,3,1537,73.94,1126.73
Toys,BrandC,31.51,4.2,0,1834,21.14,692.18
Kitchen,BrandC,15.98,3.8,0,432,64.95,709.38
Kitchen,BrandA,17.98,5.0,5,207,79.16,1152.96
Kitchen,BrandD,25.69,4.8,0,1944,0.24,494.41
Apparel,BrandA,20.24,2.4,3,1835,2.5,820.14
Toys,BrandA,32.65,5.0,2,205,27.24,757.92
Kitchen,BrandD,13.91,2.3,0,1982,76.74,926.37
Apparel,BrandA,34.2,3.5,4,1822,94.92,1396.96
Furniture,BrandE,16.11,3.7,4,59,6.86,550.82
Furniture,BrandB,20.0,4.3,2,792,12.45,714.7
Apparel,BrandD,17.61,3.9,2,239,51.93,776.53
Apparel,BrandA,32.23,2.7,5,229,8.93,845.8
Toys,BrandA,12.32,2.9,4,1120,32.9,1121.47
Toys,BrandA,13.92,2.0,4,727,92.04,1303.95
Furniture,BrandE,35.79,1.9,2,1842,36.81,944.07
Kitchen,BrandB,39.37,1.9,3,959,3.73,820.58
Furniture,BrandA,40.11,2.2,4,1912,31.57,998.26
Kitchen,BrandA,21.03,3.2,2,1540,89.7,1208.54
Kitchen,BrandB,6.67,3.8,4,686,38.19,950.26
Toys,BrandE,8.7,1.2,2,1729,90.57,1082.55
Electronics,BrandD,42.61,3.0,2,1985,22.08,915.08
Electronics,BrandA,2.38,3.9,1,1646,14.92,575.77
Apparel,BrandA,31.81,4.8,0,1524,21.27,868.29
Toys,BrandC,42.51,3.1,5,700,7.19,868.46
Kitchen,BrandE,45.78,3.0,4,355,52.26,1064.25
Electronics,BrandA,24.0,1.9,3,1161,77.43,1134.57
Kitchen,BrandD,45.7,4.7,3,1697,6.4,808.35
Electronics,BrandC,24.79,2.0,1,999,14.86,309.2
Electronics,BrandE,3.68,2.4,2,343,80.66,791.64
Electronics,BrandC,14.93,4.8,5,18,11.2,752.61
Toys,BrandA,49.09,1.1,5,1840,93.05,1705.85
Furniture,BrandC,38.87,3.4,4,1840,16.06,1100.17
Kitchen,BrandD,31.55,2.1,1,743,96.32,1154.19
Toys,BrandB,41.08,2.7,0,1768,19.14,591.58
Toys,BrandE,17.89,1.1,5,1618,91.28,1289.23
Toys,BrandE,14.25,2.2,4,1513,24.56,971.08
Toys,BrandD,0.52,2.2,4,1825,43.51,1090.6
Toys,BrandC,4.28,3.1,3,1771,3.39,794.41
Apparel,BrandB,35.71,3.6,2,855,9.11,706.78
Kitchen,BrandA,49.35,2.8,2,1375,75.53,1099.93
Toys,BrandC,30.23,1.8,0,605,36.55,397.97
Kitchen,BrandE,0.27,2.6,1,1967,7.57,478.76
Apparel,BrandE,32.08,3.5,5,696,39.89,1233.93
Apparel,BrandE,1.53,4.5,5,515,52.81,1130.01
Kitchen,BrandE,12.5,2.7,4,907,24.41,905.71
Electronics,BrandB,15.26,4.8,5,245,62.53,1138.91
Furniture,BrandE,15.57,3.5,2,842,52.56,926.57
Electronics,BrandB,5.99,3.5,4,1637,59.05,1255.78
Electronics,BrandE,37.65,1.2,5,1945,86.93,1497.16
Electronics,BrandD,11.8,1.1,2,1778,56.11,988.96
Toys,BrandA,5.28,4.9,0,10,20.78,373.55
Apparel,BrandD,12.44,2.3,5,655,38.78,882.78
Electronics,BrandE,47.76,2.0,0,1578,84.8,1072.07
Apparel,BrandB,47.11,2.4,4,525,18.73,979.88
Kitchen,BrandC,30.26,3.5,0,1991,51.46,749.21
Furniture,BrandB,30.07,4.2,1,1428,42.88,1014.22
Kitchen,BrandA,21.82,4.7,0,1514,89.91,864.08
Kitchen,BrandB,41.2,1.8,0,1328,0.31,417.2
Toys,BrandC,17.94,2.4,0,406,65.67,835.15
Furniture,BrandC,40.34,1.2,1,1122,85.92,959.38
Kitchen,BrandA,34.1,3.1,1,1893,30.34,818.68
Kitchen,BrandA,11.22,4.4,1,1215,7.0,698.91
Furniture,BrandC,42.63,4.2,0,159,26.08,403.64
Furniture,BrandA,31.62,4.0,1,793,12.22,697.42
Kitchen,BrandA,31.27,3.7,5,831,42.09,1196.77
Furniture,BrandE,49.19,3.5,2,1917,24.78,940.2
Kitchen,BrandC,48.5,2.3,5,1063,95.72,1329.17
Kitchen,BrandE,31.53,2.2,4,1063,91.95,1299.08
Toys,BrandC,43.9,2.4,5,1426,50.24,1421.66
Electronics,BrandE,11.4,3.6,3,64,89.59,852.63
Kitchen,BrandA,23.82,3.2,5,438,81.9,1381.84
Apparel,BrandB,30.97,3.0,0,753,77.43,832.91
Electronics,BrandA,18.5,4.6,5,942,14.01,1178.14
Electronics,BrandC,37.26,1.9,5,374,33.65,974.74
Electronics,BrandD,20.59,4.0,2,1875,2.97,1019.16
Toys,BrandB,35.07,3.2,5,767,79.18,1291.31
Kitchen,BrandA,26.05,2.8,2,273,73.47,948.95
Toys,BrandD,10.49,3.7,5,1100,80.43,1187.14
Kitchen,BrandA,47.66,3.6,5,14,61.39,1244.37
Toys,BrandB,15.85,1.2,2,1852,94.09,1198.87
Toys,BrandE,4.61,4.3,4,190,51.43,1067.65
Apparel,BrandE,2.62,4.3,2,73,0.86,344.22
Toys,BrandD,49.49,2.9,3,789,7.38,810.12
Furniture,BrandC,21.58,3.5,4,1826,36.67,1226.06
Apparel,BrandC,19.0,3.0,3,1604,77.85,969.31
Toys,BrandB,39.93,2.7,4,1869,6.69,1116.06
Electronics,BrandA,45.84,3.8,0,376,9.82,296.5
Furniture,BrandE,41.7,3.4,5,416,92.02,1285.12
Furniture,BrandD,33.42,3.2,0,135,96.12,699.05
Furniture,BrandB,1.88,3.7,5,217,18.9,883.21
Apparel,BrandE,8.63,4.0,4,718,59.73,1026.35
Toys,BrandA,16.64,1.8,0,385,1.81,248.48
Toys,BrandA,3.61,4.9,5,690,30.16,915.08
Electronics,BrandC,7.47,3.2,2,527,32.07,760.53
Electronics,BrandD,45.03,5.0,4,1546,34.44,1340.58
Furniture,BrandC,41.12,4.1,0,1262,42.38,853.48
Electronics,BrandA,49.5,3.4,0,1115,36.11,731.79
Apparel,BrandD,28.73,2.3,3,453,21.09,675.07
Toys,BrandD,20.11,3.6,5,742,74.98,1358.94
Furniture,BrandB,7.02,1.2,5,1278,96.26,1333.69
Electronics,BrandE,15.06,2.7,4,583,98.31,1158.34
Apparel,BrandE,7.37,2.6,1,476,8.28,471.7
Apparel,BrandA,33.52,5.0,1,334,43.25,610.94
Electronics,BrandD,31.81,2.4,2,351,59.23,764.12
Toys,BrandE,27.59,4.6,2,1032,14.37,812.67
Electronics,BrandE,8.49,4.9,1,168,10.91,489.57
Furniture,BrandD,31.61,5.0,3,113,6.47,648.36
Electronics,BrandA,27.57,4.8,4,693,13.38,1005.73
Apparel,BrandA,42.49,1.1,5,137,45.11,871.22
Electronics,BrandB,25.26,5.0,0,995,72.74,990.7
Toys,BrandC,35.52,4.0,3,164,87.31,1039.13
Kitchen,BrandE,12.23,4.7,1,1304,11.83,660.3
Electronics,BrandA,0.3,4.8,4,701,48.72,1058.74
Toys,BrandC,28.89,3.4,5,1294,73.48,1407.46
Toys,BrandC,47.69,4.7,1,420,20.1,824.61
Apparel,BrandD,14.29,4.5,1,362,97.94,907.38
Toys,BrandA,41.53,1.4,0,1747,4.79,685.43
Toys,BrandA,30.7,2.7,0,1637,50.24,969.87
Toys,BrandE,26.09,1.8,3,20,1.03,563.16
Toys,BrandB,42.15,3.5,1,1743,61.88,1086.33
Furniture,BrandD,24.02,3.1,5,30,79.73,991.45
Furniture,BrandE,12.98,2.9,3,27,44.58,695.37
Apparel,BrandE,26.0,3.8,0,1075,97.0,1090.92
Electronics,BrandA,32.49,1.9,3,421,12.82,623.12
Toys,BrandB,31.61,2.2,4,380,10.89,662.32
Electronics,BrandC,48.99,2.8,4,1974,5.32,1057.93
Electronics,BrandE,43.75,2.9,0,1569,83.58,1110.41
Apparel,BrandC,41.65,2.1,3,122,79.64,898.87
Toys,BrandD,48.77,2.8,3,262,15.91,643.48
Toys,BrandB,20.54,1.4,4,405,36.45,882.92
Kitchen,BrandD,32.92,1.2,2,749,20.65,683.13
Electronics,BrandA,27.1,4.3,3,1953,31.37,1251.81
Electronics,BrandA,28.25,4.8,3,1547,80.96,1245.18
Furniture,BrandD,42.52,2.9,4,92,76.61,1402.46
Kitchen,BrandE,12.1,4.7,1,626,91.83,905.9
Furniture,BrandE,27.51,3.6,1,1932,21.83,782.45
Furniture,BrandB,8.42,2.9,1,522,4.18,317.17
Furniture,BrandA,8.98,4.8,3,101,39.35,817.81
Apparel,BrandB,15.82,1.0,2,348,3.04,503.51
Apparel,BrandA,35.37,3.0,0,510,88.45,895.93
Furniture,BrandE,24.18,3.4,2,1121,73.5,938.42
Kitchen,BrandB,20.53,3.5,4,1416,77.14,1261.39
Electronics,BrandB,34.64,3.4,4,544,4.95,810.86
Kitchen,BrandE,25.37,4.0,2,917,16.71,818.13
Toys,BrandB,8.22,4.2,1,658,51.93,708.51
Apparel,BrandB,10.52,4.7,1,539,22.31,650.0
Electronics,BrandC,27.33,1.7,5,1122,15.38,1007.96
Electronics,BrandC,18.71,3.7,3,213,91.63,1155.56
Toys,BrandB,38.69,2.1,4,558,87.36,1098.81
Toys,BrandB,4.89,4.2,0,557,15.21,334.15
Furniture,BrandC,46.48,3.8,2,1721,65.57,1151.57
Apparel,BrandC,20.57,2.9,1,1442,48.57,859.35
Apparel,BrandD,27.4,1.1,5,369,53.16,980.27
Kitchen,BrandD,41.54,3.8,2,22,44.71,813.37
Furniture,BrandD,14.17,2.8,3,535,66.96,881.05
Furniture,BrandD,7.09,1.6,0,1583,26.16,562.3
Furniture,BrandB,18.05,4.7,5,1579,97.34,1666.27
Furniture,BrandC,14.45,4.6,0,416,57.99,583.7
Apparel,BrandE,39.68,4.5,2,604,16.75,523.23
Apparel,BrandC,33.45,2.9,1,1109,8.04,655.82
Furniture,BrandD,15.91,4.7,3,1024,47.15,1126.64
Kitchen,BrandE,0.29,2.3,4,954,43.93,1075.6
Electronics,BrandE,43.43,4.3,5,1372,27.0,1308.02
Electronics,BrandA,28.53,3.2,3,324,94.59,1003.6
Kitchen,BrandA,38.9,3.4,4,532,87.3,1193.68
Furniture,BrandB,12.59,4.9,4,901,5.38,869.63
Apparel,BrandD,24.09,2.4,1,432,94.81,761.49
Electronics,BrandA,46.86,1.4,5,1850,42.73,1131.86
Toys,BrandD,22.83,2.4,2,1396,66.23,988.25
Toys,BrandB,39.32,4.1,2,1480,50.52,1238.62
Kitchen,BrandD,28.46,3.3,5,1105,90.04,1370.8
Furniture,BrandB,38.46,1.6,4,611,60.37,865.74
Electronics,BrandE,7.7,4.8,3,1624,16.0,848.31
Furniture,BrandA,45.32,1.6,2,1356,50.75,976.54
Electronics,BrandB,2.3,1.7,2,446,84.16,830.69
Kitchen,BrandD,31.44,1.8,5,218,35.49,949.36
Kitchen,BrandB,22.32,1.0,4,72,6.02,679.7
Toys,BrandC,49.29,2.6,4,761,46.73,1043.19
Furniture,BrandD,43.36,4.9,5,1636,15.02,1350.16
Toys,BrandE,44.49,1.3,2,1549,99.94,1234.04
Furniture,BrandA,36.43,2.8,5,251,34.81,1042.63
Toys,BrandA,30.13,3.2,2,1132,11.74,813.59
Apparel,BrandA,38.49,1.6,5,684,49.1,1038.01
Apparel,BrandD,26.46,2.9,4,1868,60.01,1285.17
Apparel,BrandC,7.37,1.8,0,1331,6.27,431.66
Apparel,BrandD,48.18,2.8,0,1064,45.79,705.24
Electronics,BrandC,8.47,2.8,2,150,88.73,794.34
Apparel,BrandA,37.99,4.3,0,478,7.78,406.52
Kitchen,BrandC,10.09,1.6,5,676,41.32,949.57
Kitchen,BrandC,43.56,1.2,5,1388,97.15,1446.15
Electronics,BrandB,46.91,2.5,5,505,67.17,1321.35
Apparel,BrandE,7.57,3.5,4,360,84.22,961.95
Apparel,BrandB,18.61,1.5,4,784,92.65,1163.87
Apparel,BrandC,46.11,2.9,1,354,90.49,939.46
Toys,BrandE,21.83,3.0,2,235,1.12,557.04
Furniture,BrandE,39.93,2.9,4,1565,35.9,1086.0
Toys,BrandA,3.81,4.1,0,102,62.79,428.7
Furniture,BrandC,15.89,4.8,1,416,4.25,341.07
Apparel,BrandC,36.41,4.2,5,1674,55.42,1444.54
Apparel,BrandD,28.93,1.6,5,181,20.29,873.8
Toys,BrandB,44.23,1.6,4,1268,38.67,978.94
Toys,BrandC,32.93,3.8,0,824,66.67,882.92
Furniture,BrandD,37.5,3.9,0,243,40.28,726.6
Kitchen,BrandB,39.32,3.4,4,1143,75.34,1294.29
Furniture,BrandC,11.61,3.6,1,478,63.52,810.41
Toys,BrandE,4.64,1.3,3,1025,82.41,975.2
Toys,BrandA,37.42,4.1,5,78,43.5,1218.22
Electronics,BrandE,13.6,3.9,5,694,16.42,918.29
Toys,BrandD,21.98,1.6,0,415,10.86,395.57
Electronics,BrandD,28.87,1.2,2,1242,93.47,1000.57
Kitchen,BrandC,8.1,2.6,0,79,19.54,100.0
Furniture,BrandD,35.88,1.6,2,777,56.84,912.17
Furniture,BrandE,24.82,2.5,3,1886,24.72,1066.36
Electronics,BrandC,41.15,3.4,2,1536,54.5,1229.78
Furniture,BrandB,33.48,4.0,3,416,30.02,805.11
Toys,BrandC,46.65,3.7,5,1714,83.44,1448.3
Apparel,BrandD,46.97,1.6,1,1080,57.72,1010.59
Electronics,BrandD,34.61,2.8,0,478,96.01,836.22
Furniture,BrandC,0.42,4.1,0,780,12.95,394.49
Electronics,BrandD,2.66,2.4,2,1189,28.79,752.22
Electronics,BrandD,42.17,3.5,3,255,33.38,672.94
Apparel,BrandD,40.96,4.0,1,837,15.44,718.78
Toys,BrandE,6.99,3.2,4,1463,76.1,1113.24
Electronics,BrandB,17.35,4.4,1,1251,6.58,668.84
Furniture,BrandB,44.99,1.3,3,1204,51.76,885.78
Kitchen,BrandC,31.63,2.2,3,1309,28.9,933.43
Electronics,BrandE,36.83,1.8,5,96,85.78,865.96
Electronics,BrandA,14.85,1.2,0,1425,99.5,1036.51
Apparel,BrandB,24.12,3.2,1,1244,66.73,1003.52
Toys,BrandD,8.22,3.3,1,1573,37.35,742.39
Kitchen,BrandE,3.82,4.1,1,566,24.39,615.04
Furniture,BrandD,45.08,4.0,0,485,20.54,471.33
Kitchen,BrandD,43.52,1.5,1,1998,34.44,994.75
Furniture,BrandB,1.67,3.1,1,1304,8.22,644.53
Toys,BrandC,33.46,1.1,0,1078,48.27,755.42
Furniture,BrandD,16.71,1.1,5,798,41.11,914.77
Apparel,BrandD,9.29,3.8,0,1277,30.27,610.85
Apparel,BrandE,24.57,5.0,2,1153,10.08,730.18
Apparel,BrandB,45.66,1.1,4,1872,6.8,999.78
Apparel,BrandD,13.74,4.0,0,1804,18.06,710.59
Kitchen,BrandC,8.75,3.0,5,1478,24.66,870.73
Toys,BrandB,38.44,2.7,3,262,2.37,687.18
Furniture,BrandD,42.44,1.7,2,214,27.01,658.3
Furniture,BrandE,11.88,2.3,2,845,11.44,678.73
Apparel,BrandB,28.08,2.7,4,451,53.61,886.24
Apparel,BrandC,27.7,2.5,3,1552,5.41,872.07
Electronics,BrandD,7.26,1.6,1,1742,34.87,840.08
Toys,BrandA,12.91,1.6,0,1686,79.88,1087.41
Kitchen,BrandE,33.64,3.8,5,1550,16.69,1210.35
Furniture,BrandE,30.25,4.2,4,363,59.82,1072.53
Electronics,BrandB,29.97,1.7,4,971,51.82,1072.28
Electronics,BrandD,46.72,1.0,1,1094,41.6,821.08
Furniture,BrandE,43.36,2.0,5,1631,2.55,1102.46
Kitchen,BrandD,11.74,2.9,3,641,75.17,995.72
Electronics,BrandD,16.19,1.9,1,1221,52.41,677.2
Electronics,BrandC,8.22,4.7,2,1526,3.43,728.75
Toys,BrandE,13.96,2.6,1,1946,58.74,978.36
Kitchen,BrandB,47.13,4.8,1,123,97.74,1170.46
Electronics,BrandE,43.13,5.0,5,1801,67.59,1422.91
Kitchen,BrandD,28.16,2.2,0,187,77.42,569.32
Furniture,BrandB,5.16,2.9,3,1803,58.22,1044.58
Apparel,BrandA,17.99,1.5,3,1852,2.55,722.02
Electronics,BrandB,1.32,2.8,3,1154,69.66,1070.64
Toys,BrandA,2.74,3.1,0,1042,62.52,894.63
Furniture,BrandB,2.12,3.4,2,1456,43.44,764.8
Kitchen,BrandA,21.35,4.9,1,1554,1.18,757.99
Furniture,BrandE,39.33,3.0,1,68,67.72,816.45
Electronics,BrandA,8.02,2.5,1,677,43.16,607.47
Kitchen,BrandA,6.65,3.4,3,1914,1.77,889.61
Apparel,BrandB,3.81,4.9,1,1621,95.02,1254.02
Furniture,BrandA,29.65,4.9,0,736,92.38,1002.34
Electronics,BrandB,36.25,1.5,3,568,22.7,553.24
Toys,BrandB,22.29,4.2,5,538,52.56,1218.93
Kitchen,BrandC,48.62,2.4,4,467,76.22,1165.85
Furniture,BrandD,44.54,4.5,2,1931,90.41,1393.46
Furniture,BrandE,26.78,4.1,1,187,33.93,543.88
Apparel,BrandC,16.28,3.2,3,771,20.62,836.62
Apparel,BrandA,40.02,4.7,1,659,24.48,678.17
Toys,BrandB,37.44,2.1,5,583,95.41,1407.18
Toys,BrandE,44.08,2.7,2,686,96.55,990.63
Electronics,BrandD,46.5,3.6,5,1508,66.84,1514.59
Electronics,BrandA,10.2,3.8,4,406,5.16,647.69
Toys,BrandD,1.63,2.5,5,1178,24.04,964.96
Toys,BrandE,22.81,3.5,2,88,19.17,294.17
Kitchen,BrandD,30.86,1.1,5,1008,88.78,1186.19
Apparel,BrandC,21.87,2.7,0,7,26.48,266.19
Electronics,BrandC,12.53,1.2,5,1241,35.24,975.51
Apparel,BrandA,17.46,2.1,3,559,19.87,786.49
Apparel,BrandB,42.06,4.8,4,545,58.87,1287.38
Toys,BrandA,11.89,3.2,1,1609,1.24,570.49
Kitchen,BrandE,15.82,4.2,2,1223,32.97,1072.2
Furniture,BrandB,9.92,4.5,3,598,85.13,999.89
Kitchen,BrandE,3.15,1.1,2,569,12.77,368.12
Kitchen,BrandE,37.01,3.6,2,127,18.05,444.98
Apparel,BrandE,30.97,4.5,5,625,67.03,1135.81
Kitchen,BrandC,17.41,2.3,1,915,22.49,595.45
Electronics,BrandA,11.14,1.5,5,1928,80.89,1484.49
Apparel,BrandD,47.55,1.8,2,363,52.18,772.16
Electronics,BrandB,36.16,4.8,1,552,2.44,576.35
Furniture,BrandE,10.11,2.6,1,962,82.83,799.83
Apparel,BrandD,26.02,3.7,5,141,54.75,995.78
Furniture,BrandD,10.7,1.5,4,342,26.51,686.39
Apparel,BrandB,14.61,1.3,0,1179,51.19,530.7
Toys,BrandA,41.12,1.9,0,213,24.01,386.8
Kitchen,BrandA,18.27,1.8,2,436,48.87,618.84
Toys,BrandB,43.93,4.4,0,278,68.32,801.46
Furniture,BrandA,45.32,3.3,5,281,74.11,1114.61
Kitchen,BrandB,32.69,1.5,5,1121,49.48,1137.04
Apparel,BrandB,7.43,1.7,0,1193,90.79,872.64
Kitchen,BrandC,24.65,3.1,4,1540,95.3,1520.31
Electronics,BrandB,22.86,4.3,3,1544,10.0,950.39
Kitchen,BrandB,28.76,2.0,4,1628,53.05,1133.15
Electronics,BrandA,26.64,4.7,1,536,86.8,990.36
Kitchen,BrandA,23.75,4.8,4,1304,98.81,1550.84
Electronics,BrandD,22.08,4.9,2,1893,82.66,1302.0
Furniture,BrandD,43.52,2.6,3,1637,54.63,1063.96
Toys,BrandC,26.12,3.3,0,132,92.41,642.43
Apparel,BrandB,46.11,2.6,0,268,78.54,737.37
Kitchen,BrandE,10.14,2.0,3,1937,29.91,1057.49
Toys,BrandD,36.38,4.7,4,387,96.93,1400.73
Apparel,BrandB,6.61,1.4,4,259,77.51,1069.63
Apparel,BrandA,47.06,3.7,3,1911,71.59,1407.74
Electronics,BrandB,49.13,2.5,3,692,15.77,649.99
Furniture,BrandB,5.37,3.3,2,1961,21.59,869.11
Furniture,BrandA,23.62,3.7,0,328,54.63,731.15
Toys,BrandD,40.56,3.7,2,80,69.97,968.08
Furniture,BrandE,25.98,4.4,1,1387,86.78,1093.87
Kitchen,BrandE,47.3,2.7,5,1615,78.32,1559.19
Furniture,BrandC,44.62,2.2,3,378,1.71,414.69
Toys,BrandA,40.34,2.9,1,1541,77.76,1125.7
Furniture,BrandD,11.97,2.6,2,1521,41.26,980.2
Kitchen,BrandA,37.6,3.6,5,1912,82.87,1642.09
Electronics,BrandC,31.69,1.9,2,372,44.54,631.11
Toys,BrandE,12.46,3.7,4,374,37.58,1032.46
Electronics,BrandD,11.9,2.8,3,1317,72.2,1302.16
Electronics,BrandD,44.62,4.6,2,1501,48.28,1274.32
Electronics,BrandA,11.56,2.0,0,1000,68.86,442.04
Apparel,BrandB,37.23,4.8,5,429,23.34,924.34
Apparel,BrandD,18.91,2.9,3,655,5.5,745.15
Electronics,BrandE,1.89,1.4,1,812,34.83,270.15
Toys,BrandC,16.94,3.4,3,518,93.51,1040.92
